mini,base_mm2,cost,faction,price,price_old
FIRE COORDINATOR,25mm,75.0,Astra_Militarum,55.2,55.2
Artillery Team,130mm,95.0,Tau_Empire,59.8,59.8
Artillery Team,100mm,110.0,Tau_Empire,59.8,59.8
Death Riders,60 x 35.5mm,60.0,Astra_Militarum,59.8,59.8
Death Riders,60 x 35.5mm,120.0,Astra_Militarum,59.8,59.8
Lhykhis,40mm,120.0,Tyranids,44.16,44.16
D-cannon Platform,40mm,125.0,Craftworlds,52.900000000000006,52.900000000000006
Shadow Weaver Platform,40mm,75.0,Craftworlds,52.900000000000006,52.900000000000006
Vibro Cannon Platform,40mm,60.0,Craftworlds,52.900000000000006,52.900000000000006
Wraithknight,120 x 92mm,420.0,Craftworlds,129.72,129.72
Ynnari Archon,32mm,85.0,Drukhari,55.2,55.2
Ynnari Succubus,25mm,45.0,Drukhari,55.2,55.2
Ynnari Kabalite Warriors,25mm,110.0,Drukhari,44.16,44.16
Ynnari Wyches,25mm,90.0,Drukhari,55.2,55.2
INCUBI,28.5mm,85.0,Drukhari,57.5,57.5
INCUBI,28.5mm,170.0,Drukhari,57.5,57.5
KLAIVEX,28.5mm,85.0,Drukhari,55.2,55.2
KLAIVEX,28.5mm,170.0,Drukhari,55.2,55.2
Ynnari Reavers,32mm flying base,65.0,Drukhari,55.2,55.2
Ynnari Reavers,32mm flying base,120.0,Drukhari,55.2,55.2
Ynnari Raider,60mm flying base,80.0,Drukhari,55.2,55.2
Venom,60mm flying base,70.0,Drukhari,34.04,34.04
MINKA LESK,,80.0,Harlequins,37.72,37.72
LESK'S VETERANS,,80.0,Deathwatch,48.76,48.76
Ratlings,,40.0,Astra_Militarum,55.2,55.2
Cadian Castellan,28.5mm,55.0,Astra_Militarum,35.88,35.88
CADIAN COMMANDER,28.5mm,65.0,Tau_Empire,55.2,55.2
CADIAN VETERAN GUARDSMAN,28.5mm,65.0,Deathwatch,48.76,48.76
CATACHAN COMMANDER,25mm,65.0,Tau_Empire,35.88,35.88
VETERAN GUARDSMAN,25mm,65.0,Deathwatch,48.76,48.76
LORD COMMISSAR,32mm,65.0,Necrons,48.76,48.76
VETERAN GUARDSMAN,25mm,65.0,Deathwatch,48.76,48.76
Leman Russ Commander,Use model,235.0,Tau_Empire,55.2,55.2
Primaris Psyker,32mm,60.0,Astra_Militarum,32.2,32.2
Rogal Dorn Tank Commander,Use model,275.0,Tau_Empire,55.2,55.2
Death Rider Commissar,40mm,35.0,Astra_Militarum,55.2,55.2
QUARTERMASTER REVENANT,25mm,45.0,Tau_Empire,55.2,55.2
MEDICAE SERVITOR,25mm,45.0,Orks,55.2,55.2
MINKA LESK,,80.0,Harlequins,37.72,37.72
LESK'S VETERANS,,80.0,Deathwatch,48.76,48.76
Cadian Shock Troops,25mm,65.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,65.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,120.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,120.0,Astra_Militarum,48.76,48.76
Catachan Jungle Fighters,25mm,65.0,Astra_Militarum,35.88,35.88
Catachan Jungle Fighters,25mm,120.0,Astra_Militarum,35.88,35.88
Death Korps Of Krieg,25mm,65.0,Astra_Militarum,48.76,48.76
Death Korps Of Krieg,25mm,145.0,Astra_Militarum,48.76,48.76
Chimera,Use model,85.0,Astra_Militarum,45.08,45.08
Taurox,Use model,75.0,Astra_Militarum,55.2,55.2
Taurox Prime,Use model,90.0,Astra_Militarum,55.2,55.2
Storm Chimera,Use model,90.0,Astra_Militarum,55.2,55.2
Aegis Defence Line,Use model,145.0,Astra_Militarum,78.2,78.2
Earthshaker Platform,Use model,110.0,Astra_Militarum,55.2,55.2
Hydra Platform,Use model,95.0,Astra_Militarum,55.2,55.2
Manticore Platform,Use model,95.0,Astra_Militarum,55.2,55.2
Sabre Weapons Battery,Use model,45.0,Astra_Militarum,55.2,55.2
Sabre Weapons Battery,Use model,90.0,Astra_Militarum,55.2,55.2
Armoured Sentinels,80mm,65.0,Space_Marines,44.16,44.16
Armoured Sentinels,80mm,130.0,Space_Marines,44.16,44.16
Artillery Team,130mm,95.0,Tau_Empire,59.8,59.8
Attilan Rough Riders,60 x 35.5mm,60.0,Astra_Militarum,59.8,59.8
Attilan Rough Riders,60 x 35.5mm,120.0,Astra_Militarum,59.8,59.8
Baneblade,Use model,450.0,Astra_Militarum,129.72,129.72
Banehammer,Use model,420.0,Astra_Militarum,181.24,181.24
Banesword,Use model,450.0,Astra_Militarum,181.24,181.24
Basilisk,Use model,140.0,Astra_Militarum,63.48,63.48
Basilisk,Use model,140.0,Astra_Militarum,63.48,63.48
Basilisk,Use model,140.0,Astra_Militarum,63.48,63.48
Heavy Weapons Squad,50mm,65.0,Space_Marines,48.76,48.76
Catachan Heavy Weapons Squad,60mm,65.0,Space_Marines,44.16,44.16
Death Riders,60 x 35.5mm,60.0,Astra_Militarum,59.8,59.8
Death Riders,60 x 35.5mm,120.0,Astra_Militarum,59.8,59.8
Deathstrike,Use model,145.0,Astra_Militarum,63.48,63.48
Doomhammer,Use model,415.0,Astra_Militarum,181.24,181.24
Artillery Team,100mm,110.0,Tau_Empire,59.8,59.8
Hellhammer,Use model,420.0,Astra_Militarum,181.24,181.24
Hellhound,Use model,125.0,Astra_Militarum,59.8,59.8
Hydra,Use model,95.0,Astra_Militarum,56.12,56.12
Kasrkin,28.5mm,110.0,Astra_Militarum,55.2,55.2
Krieg Combat Engineers,25mm,60.0,Astra_Militarum,55.2,55.2
Krieg Combat Engineers,25mm,95.0,Astra_Militarum,55.2,55.2
HEAVY WEAPONS GUNNER,50mm,75.0,Astra_Militarum,55.2,55.2
FIRE COORDINATOR,25mm,75.0,Astra_Militarum,55.2,55.2
Leman Russ Battle Tank,Use model,185.0,Astra_Militarum,55.2,55.2
Leman Russ Demolisher,Use model,190.0,Astra_Militarum,55.2,55.2
Leman Russ Eradicator,Use model,170.0,Astra_Militarum,55.2,55.2
Leman Russ Executioner,Use model,170.0,Astra_Militarum,55.2,55.2
Leman Russ Exterminator,Use model,180.0,Astra_Militarum,55.2,55.2
Leman Russ Punisher,Use model,150.0,Astra_Militarum,55.2,55.2
Leman Russ Vanquisher,Use model,145.0,Astra_Militarum,55.2,55.2
Manticore,Use model,165.0,Astra_Militarum,63.48,63.48
Rogal Dorn Battle Tank,Use model,250.0,Astra_Militarum,96.6,96.6
Scout Sentinels,80mm,55.0,Space_Marines,44.16,44.16
Scout Sentinels,80mm,110.0,Space_Marines,44.16,44.16
Shadowsword,Use model,410.0,Astra_Militarum,181.24,181.24
Stormlord,Use model,430.0,Astra_Militarum,181.24,181.24
Stormsword,Use model,465.0,Astra_Militarum,181.24,181.24
Wyvern,Use model,110.0,Astra_Militarum,63.48,63.48
Cyclops Demolition Vehicle,Use model,25.0,Astra_Militarum,28.52,28.52
Arkurian Stormhammer,Use model,480.0,Astra_Militarum,55.2,55.2
Armageddon-pattern Medusa,Use model,105.0,Astra_Militarum,55.2,55.2
Atlas Recovery Vehicle,Use model,80.0,Space_Marines,54.28,54.28
Carnodon,Use model,160.0,Adepta_Sororitas,56.12,56.12
Centaur Light Carrier,Use model,40.0,Astra_Militarum,55.2,55.2
Colossus,Use model,160.0,Genestealer_Cult,44.16,44.16
Crassus,Use model,180.0,Astra_Militarum,55.2,55.2
GRENADIER,25mm,110.0,Drukhari,55.2,55.2
HEAVY WEAPONS TEAM,60mm,110.0,Space_Marines,48.76,48.76
Dominus Armoured Siege Bombard,Use model,325.0,Astra_Militarum,55.2,55.2
Earthshaker Carriage Battery,Use model,120.0,Astra_Militarum,55.2,55.2
Elysian Drop Sentinel,60mm,85.0,Space_Marines,54.28,54.28
Elysian Sniper Squad,60mm,65.0,Space_Marines,54.28,54.28
Gorgon Heavy Transport,Use model,275.0,Astra_Militarum,55.2,55.2
Griffon Mortar Carrier,Use model,115.0,Astra_Militarum,55.2,55.2
Hades Breaching Drill,Use model,110.0,Astra_Militarum,55.2,55.2
Heavy Mortar Team,Use model,50.0,Space_Marines,54.28,54.28
Heavy Quad Launcher Team,Use model,50.0,Space_Marines,54.28,54.28
Macharius,Use model,310.0,Astra_Militarum,55.2,55.2
Macharius Omega,Use model,310.0,Astra_Militarum,55.2,55.2
Macharius Vanquisher,Use model,285.0,Astra_Militarum,55.2,55.2
Macharius Vulcan,Use model,310.0,Astra_Militarum,55.2,55.2
Malcador,Use model,250.0,Tyranids,57.5,57.5
Malcador Annihilator,Use model,270.0,Space_Marines,54.28,54.28
Malcador Defender,Use model,310.0,Craftworlds,52.900000000000006,52.900000000000006
Malcador Infernus,Use model,235.0,Astra_Militarum,55.2,55.2
Medusa Carriage Battery,Use model,125.0,Astra_Militarum,55.2,55.2
Minotaur,Use model,225.0,Astra_Militarum,55.2,55.2
Mukaali Riders,40mm,110.0,Drukhari,55.2,55.2
Munitorum Servitors,25mm,35.0,Orks,55.2,55.2
Praetor,Use model,275.0,Chaos_Space_Marines,56.12,56.12
Rapier Laser Destroyer Battery,Use model,35.0,Necrons,48.76,48.76
Rapier Laser Destroyer Battery,Use model,70.0,Necrons,48.76,48.76
Rapier Laser Destroyer Battery,Use model,105.0,Necrons,48.76,48.76
Regimental Attachés,,40.0,Astra_Militarum,55.2,55.2
Salamander Command Vehicle,Use model,80.0,Space_Marines,54.28,54.28
Salamander Scout Vehicle,Use model,95.0,Space_Marines,54.28,54.28
Sentinel Powerlifter,Use model,55.0,Astra_Militarum,55.2,55.2
Stormblade,Use model,415.0,Necrons,48.76,48.76
Stygies Destroyer Tank Hunter,Use model,180.0,Necrons,48.76,48.76
Tarantula Battery,Use model,40.0,Astra_Militarum,55.2,55.2
Tarantula Battery,Use model,80.0,Astra_Militarum,55.2,55.2
Tarantula Battery,Use model,120.0,Astra_Militarum,55.2,55.2
Tauros Assault Vehicle,Use model,50.0,Space_Marines,54.28,54.28
Tauros Venator,Use model,55.0,Chaos_Daemons,55.2,55.2
Trojan Support Vehicle,Use model,80.0,Space_Marines,54.28,54.28
Valdor,Use model,285.0,Necrons,48.76,48.76
Chaos Lord,40mm,90.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord,40mm,90.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord In Terminator Armour,40mm,95.0,Necrons,32.2,32.2
Chaos Lord,40mm,80.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord,40mm,80.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord On Disc Of Tzeentch,40mm,100.0,Necrons,48.76,48.76
Chaos Lord On Juggernaut,90 x 52mm,115.0,Necrons,63.48,63.48
Chaos Lord On Palanquin Of Nurgle,60mm,90.0,Necrons,48.76,48.76
Chaos Lord On Steed Of Slaanesh,No official base size,100.0,Necrons,48.76,48.76
Chaos Terminator Squad,40mm,180.0,Chaos_Space_Marines,59.8,59.8
Chaos Terminator Squad,40mm,360.0,Chaos_Space_Marines,59.8,59.8
Chosen,32mm,125.0,Chaos_Space_Marines,59.8,59.8
Chosen,32mm,250.0,Chaos_Space_Marines,59.8,59.8
Cultist Firebrand,32mm,45.0,Genestealer_Cult,32.2,32.2
CULT DEMAGOGUE,32mm,90.0,Genestealer_Cult,44.16,44.16
OTHER MODELS,28.5mm,90.0,Tau_Empire,55.2,55.2
TRAITOR ENFORCER,32mm,55.0,Space_Marines,51.06,51.06
TRAITOR OGRYN,40mm,55.0,Astra_Militarum,55.2,55.2
Renegade Enforcer,25mm,65.0,Chaos_Space_Marines,55.2,55.2
Rogue Psyker,32mm,60.0,Harlequins,37.72,37.72
Cultist Mob,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob,25mm,100.0,Genestealer_Cult,44.16,44.16
Cultist Mob with Firearms,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob with Firearms,25mm,100.0,Genestealer_Cult,44.16,44.16
MUTANT,25mm,90.0,Chaos_Space_Marines,55.2,55.2
MUTANT,25mm,195.0,Chaos_Space_Marines,55.2,55.2
TORMENT,40mm,90.0,Tyranids,64.4,64.4
TORMENT,40mm,195.0,Tyranids,64.4,64.4
Fellgor Beastmen,32mm,70.0,Chaos_Space_Marines,55.2,55.2
Traitor Guardsmen Squad,25mm,70.0,Space_Marines,48.76,48.76
NIGHTMARE HULK,40mm,125.0,Chaos_Space_Marines,55.2,55.2
GELLERPOX MUTANTS,25mm,125.0,Death_Guard,55.2,55.2
Mutoid Vermin,25mm,85.0,Chaos_Space_Marines,55.2,55.2
Negavolt Cultists,32mm,55.0,Genestealer_Cult,44.16,44.16
Renegade Heavy Weapons Squad,40mm,75.0,Space_Marines,48.76,48.76
OGRYN PACK MASTER,40mm,40.0,Astra_Militarum,55.2,55.2
OGRYN PACK MASTER,40mm,70.0,Astra_Militarum,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,40.0,Chaos_Daemons,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,70.0,Chaos_Daemons,55.2,55.2
Renegade Ogryn Brutes,40mm,95.0,Astra_Militarum,55.2,55.2
Renegade Plague Ogryns,40mm,95.0,Astra_Militarum,55.2,55.2
DARK APOSTLE,40mm,65.0,Tau_Empire,40.02,40.02
DARK DISCIPLE,25mm,65.0,Chaos_Space_Marines,55.2,55.2
Havocs,40mm,125.0,Chaos_Space_Marines,51.52,51.52
Legionaries,32mm,90.0,Chaos_Space_Marines,63.48,63.48
Legionaries,32mm,170.0,Chaos_Space_Marines,63.48,63.48
Master Of Possession,40mm,60.0,Chaos_Space_Marines,35.88,35.88
Possessed,40mm,120.0,Chaos_Space_Marines,35.88,35.88
Possessed,40mm,120.0,Death_Guard,35.88,35.88
Possessed,40mm,240.0,Chaos_Space_Marines,35.88,35.88
Possessed,40mm,240.0,Death_Guard,35.88,35.88
Raptors,32mm,90.0,Chaos_Space_Marines,35.88,35.88
Raptors,32mm,170.0,Chaos_Space_Marines,35.88,35.88
Sorcerer,40mm,60.0,Chaos_Space_Marines,28.52,28.52
Sorcerer On Disc Of Tzeentch,40mm,80.0,Chaos_Space_Marines,33.12,33.12
Sorcerer On Palanquin Of Nurgle,60mm,80.0,Chaos_Space_Marines,55.2,55.2
Sorcerer On Steed Of Slaanesh,No official base size,85.0,Chaos_Space_Marines,55.2,55.2
Sorcerer In Terminator Armour,40mm,80.0,Chaos_Space_Marines,32.2,32.2
Warp Talons,32mm,125.0,Chaos_Space_Marines,55.2,55.2
Warp Talons,32mm,270.0,Chaos_Space_Marines,55.2,55.2
Fulgrim,130mm,340.0,Chaos_Space_Marines,55.2,55.2
Lord Exultant,40mm,80.0,Necrons,40.02,40.02
Tormentors,32mm,85.0,Astra_Militarum,64.4,64.4
Tormentors,32mm,170.0,Astra_Militarum,64.4,64.4
Infractors,32mm,85.0,Chaos_Space_Marines,55.2,55.2
Infractors,32mm,160.0,Chaos_Space_Marines,55.2,55.2
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,170.0,Space_Marines,50.6,50.6
Chaos Land Raider,Use model,220.0,Chaos_Space_Marines,88.32,88.32
Chaos Land Raider,Use model,220.0,Death_Guard,88.32,88.32
Lucius the Eternal,50mm,150.0,Chaos_Space_Marines,44.16,44.16
Lord Kakophonist,40mm,70.0,Necrons,38.64,38.64
Sorcerer,40mm,60.0,Chaos_Space_Marines,28.52,28.52
Daemon Prince of Slaanesh,60mm,195.0,Chaos_Daemons,55.2,55.2
Daemon Prince of Slaanesh with Wings,60mm,200.0,Chaos_Daemons,55.2,55.2
Noise Marines,40mm,145.0,Chaos_Space_Marines,63.48,63.48
Flawless Blades,40mm,110.0,Chaos_Space_Marines,55.2,55.2
Flawless Blades,40mm,220.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,80.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,80.0,Death_Guard,55.2,55.2
Maulerfiend,120 x 92mm,130.0,Chaos_Space_Marines,81.88,81.88
Heldrake,120 x 92mm flying base,195.0,Chaos_Space_Marines,69.0,69.0
Chaos Rhino,Use model,80.0,Chaos_Space_Marines,55.2,55.2
Chaos Rhino,Use model,80.0,Death_Guard,55.2,55.2
Shalaxi Helbane,100mm,380.0,Drukhari,156.4,156.4
Daemonettes,25mm,90.0,Chaos_Daemons,55.2,55.2
Fiends,75 x 42mm,95.0,Chaos_Daemons,55.2,55.2
Fiends,75 x 42mm,190.0,Chaos_Daemons,55.2,55.2
Keeper of Secrets,100mm,270.0,Chaos_Daemons,156.4,156.4
Seekers,60 x 35.5mm,80.0,Chaos_Daemons,55.2,55.2
Seekers,60 x 35.5mm,160.0,Chaos_Daemons,55.2,55.2
Noise Marines,40mm,145.0,Chaos_Space_Marines,63.48,63.48
Tormentbringer,120 x 92mm,140.0,Chaos_Daemons,55.2,55.2
Hellflayer,120 x 92mm,105.0,Astra_Militarum,32.2,32.2
Hellflayer,120 x 92mm,210.0,Astra_Militarum,32.2,32.2
Karanak,75 x 42mm,65.0,Chaos_Daemons,40.02,40.02
Skarbrand,100mm,305.0,Chaos_Daemons,156.4,156.4
Bloodthirster,120 x 92mm,305.0,Chaos_Daemons,156.4,156.4
Bloodletters,32mm,90.0,Chaos_Daemons,40.02,40.02
Bloodcrushers,90 x 52mm,110.0,Chaos_Daemons,101.2,101.2
Bloodcrushers,90 x 52mm,220.0,Chaos_Daemons,101.2,101.2
Flesh Hounds,60 x 35.5mm,75.0,Chaos_Daemons,55.2,55.2
Flesh Hounds,60 x 35.5mm,150.0,Chaos_Daemons,55.2,55.2
Lord of Poxes,40mm,75.0,Necrons,40.02,40.02
Foetid Bloat-drone,60mm,120.0,Death_Guard,55.2,55.2
Rotigus,130mm,250.0,Chaos_Daemons,156.4,156.4
Great Unclean One,130mm,250.0,Chaos_Daemons,156.4,156.4
Plaguebearers,32mm,110.0,Chaos_Daemons,40.02,40.02
Plague Drones,60mm,115.0,Death_Guard,59.8,59.8
Plague Drones,60mm,230.0,Death_Guard,59.8,59.8
Beasts of Nurgle,60mm,65.0,Death_Guard,55.2,55.2
Beasts of Nurgle,60mm,130.0,Death_Guard,55.2,55.2
Nurglings,40mm,40.0,Astra_Militarum,35.88,35.88
Nurglings,40mm,70.0,Astra_Militarum,35.88,35.88
Ravener Prime,40mm,165.0,Tyranids,57.5,57.5
Raveners,40mm,165.0,Tyranids,57.5,57.5
Ravener Prime,40mm,165.0,Tyranids,57.5,57.5
Raveners,40mm,165.0,Tyranids,57.5,57.5
Servitor Underseer,32mm,60.0,Tyranids,57.5,57.5
Combat Servitors and Gun Servitors,25mm,60.0,Tyranids,57.5,57.5
Daemon Prince of Tzeentch with Wings,60mm,170.0,Thousand_Sons,55.2,55.2
Sekhetar Robots,40mm,80.0,Adeptus_Mechanicus,47.84,47.84
Sekhetar Robots,40mm,160.0,Adeptus_Mechanicus,47.84,47.84
Tzaangor Enlightened with Fatecaster Greatbows,40mm,60.0,Thousand_Sons,55.2,55.2
Tzaangor Enlightened with Fatecaster Greatbows,40mm,110.0,Thousand_Sons,55.2,55.2
Kairos Fateweaver,100mm,260.0,Chaos_Daemons,156.4,156.4
Lord of Change,100mm,250.0,Chaos_Daemons,156.4,156.4
Flamers,32mm,65.0,Chaos_Daemons,35.88,35.88
Flamers,32mm,130.0,Chaos_Daemons,35.88,35.88
Screamers,32mm flying base,80.0,Chaos_Daemons,35.88,35.88
Screamers,32mm flying base,160.0,Chaos_Daemons,35.88,35.88
PINK HORROR,32mm,115.0,Chaos_Daemons,44.16,44.16
BLUE HORROR/BRIMSTONE HORROR,25mm,115.0,Chaos_Daemons,44.16,44.16
Blue Horrors/Brimstone Horror,25mm,90.0,Chaos_Daemons,44.16,44.16
Wolf Priest,40mm,70.0,Space_Wolves,38.64,38.64
Wolf Guard Battle Leader,40mm,65.0,Space_Wolves,40.02,40.02
Wolf Guard Headtakers,40mm,85.0,Space_Wolves,63.48,63.48
Wolf Guard Headtakers,40mm,110.0,Space_Wolves,63.48,63.48
Wolf Guard Headtakers,40mm,170.0,Space_Wolves,63.48,63.48
Wolf Guard Headtakers,40mm,220.0,Space_Wolves,63.48,63.48
Hunting Wolves,60 x 35.5mm,85.0,Space_Wolves,54.739999999999995,54.739999999999995
Hunting Wolves,60 x 35.5mm,110.0,Space_Wolves,54.739999999999995,54.739999999999995
Hunting Wolves,60 x 35.5mm,170.0,Space_Wolves,54.739999999999995,54.739999999999995
Hunting Wolves,60 x 35.5mm,220.0,Space_Wolves,54.739999999999995,54.739999999999995
Wulfen,40mm,100.0,Space_Wolves,56.12,56.12
Wulfen,40mm,200.0,Space_Wolves,56.12,56.12
Wulfen Dreadnought,60mm,145.0,Space_Wolves,59.8,59.8
Knight Ruinator,170 x 109mm,375.0,Imperial_Knights,184.0,184.0
Execrator,40mm,70.0,Chaos_Knights,38.64,38.64
Crusade Ancient,40mm,65.0,Space_Marines,40.02,40.02
Sternguard Veteran Squad,32mm,85.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,85.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,170.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,170.0,Space_Marines,54.28,54.28
Terminator Squad,40mm,175.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,175.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,175.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,330.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,330.0,Space_Marines,50.6,50.6
Terminator Squad,40mm,330.0,Space_Marines,50.6,50.6
Land Raider Crusader,Use model,220.0,Space_Marines,105.8,105.8
Land Raider Crusader,Use model,220.0,Grey_Knights,105.8,105.8
Buri Aegnirssen,40mm,110.0,Imperial_Knights,40.02,40.02
Memnyr Strategist,32mm,45.0,Imperial_Knights,36.8,36.8
Arkanyst Evaluator,32mm,75.0,Imperial_Knights,36.8,36.8
Knight Defender,170 x 109mm,425.0,Imperial_Knights,179.4,179.4
Greater Daemon,100mm,,Chaos_Daemons,55.2,55.2
Lesser Daemons,32mm,,Chaos_Daemons,55.2,55.2
Abomination,50mm,,Genestealer_Cult,32.2,32.2
Daemonic Beasts,75 x 42mm,,Chaos_Daemons,55.2,55.2
NEOPHYTES,25mm,,Genestealer_Cult,44.16,44.16
OTHER MODELS,32mm,,Tau_Empire,55.2,55.2
Lady Malys,32mm,,Drukhari,44.16,44.16
Hand of the Archon,25mm,,Drukhari,55.2,55.2
Scourges,32mm,,Drukhari,32.2,32.2
Death Jester,25mm,,Harlequins,26.68,26.68
Shadowseer,25mm,,Harlequins,26.68,26.68
Solitaire,25mm,,Harlequins,30.82,30.82
Troupe Master,25mm,,Harlequins,37.72,37.72
Starweaver,65mm,,Harlequins,38.64,38.64
Skyweavers,60mm flying base,,Harlequins,41.4,41.4
Troupe,25mm,,Harlequins,37.72,37.72
Voidweaver,65mm,,Harlequins,44.16,44.16
Captain,50mm,,Blood_Angels,40.02,40.02
Captain On Bike,90 x 52mm,,Orks,55.2,55.2
Corsair Voidreavers,28.5mm,,Drukhari,59.8,59.8
Corsair Voidscarred,28.5mm,,Drukhari,55.2,55.2
Corsair Cloud Dancer Band,32mm flying base,,Drukhari,55.2,55.2
Corsair Reaver Band,25mm,,Drukhari,55.2,55.2
Corsair Skyreaver Band,25mm,,Drukhari,55.2,55.2
INQUISITOR OSTROMANDEUS,32mm,,Inquisition,44.16,44.16
STENTOR-I-52,28.5mm,,Inquisition,44.16,44.16
"KILL TEAM SERGEANT, DEATHWATCH VETERAN",32mm,,Deathwatch,48.76,48.76
GRAVIS VETERAN,40mm,,Deathwatch,48.76,48.76
"KILL TEAM SERGEANT, DEATHWATCH VETERAN",32mm,,Deathwatch,48.76,48.76
GRAVIS VETERAN,40mm,,Deathwatch,48.76,48.76
Canoptek Macrocytes,28.5mm,,Necrons,48.76,48.76
Canoptek Tomb Crawlers,50mm,,Necrons,48.76,48.76
Geomancer,50mm,,Necrons,48.76,48.76
Judiciar Xacharus,40mm,,Space_Marines,54.28,54.28
Chaplain Kastiel,40mm,,Blood_Angels,40.02,40.02
Da Red Gobbo Tinboy,40mm,,Orks,55.2,55.2
WOLF SCOUTS,32mm,,Space_Marines,54.28,54.28
HUNTING WOLVES,60 x 35.5mm,,Space_Wolves,54.739999999999995,54.739999999999995
MARNEUS CALGAR,50mm,,Supplement_Marines,55.2,55.2
Cato Sicarius,40mm,,Space_Marines,44.16,44.16
Victrix Honour Guard,40mm,,Supplement_Marines,59.8,59.8
Nekrosor Ammentar,80mm,,Necrons,59.8,59.8
Captain Titus,40mm,,Blood_Angels,40.02,40.02
"Ancient Gadriel, Veteran Sergeant Metaurus",40mm,,Deathwatch,48.76,48.76
"Gaius Silva, Aemelia Minervas, Dainal Kornelius, Lucia Vestha",28.5mm,,Space_Marines,54.28,54.28
Celestian Insidiants,32mm,,Adepta_Sororitas,56.12,56.12
"GARLON SOULEATER, GARREON THE CORPSEMASTER, KATAR GARRIX",40mm,,Chaos_Space_Marines,55.2,55.2
"CAPTAIN SARGOTTA, THE ENFORCER",40mm,,Necrons,48.76,48.76
Prince Yriel,40mm,,Craftworlds,43.24,43.24
Prince Yriel,32mm,,Craftworlds,43.24,43.24
Starfangs,105 x 70mm,,Thousand_Sons,55.2,55.2
Corsair Skyreavers,28.5mm,,Drukhari,55.2,55.2
Prince Yriel,32mm,,Craftworlds,43.24,43.24
Prince Yriel,40mm,,Craftworlds,43.24,43.24
Corsair Skyreavers,28.5mm,,Drukhari,55.2,55.2
Starfangs,105 x 70mm,,Thousand_Sons,55.2,55.2
Ferren Areios,40mm,,Craftworlds,52.900000000000006,52.900000000000006
Mutilators,50mm,,Chaos_Space_Marines,63.48,63.48
Defiler,160mm,,Chaos_Space_Marines,133.4,133.4
Defiler,160mm,,Death_Guard,133.4,133.4
Defiler,160mm,,Chaos_Space_Marines,133.4,133.4
Defiler,160mm,,Death_Guard,133.4,133.4
Defiler,160mm,,Chaos_Space_Marines,133.4,133.4
Defiler,160mm,,Death_Guard,133.4,133.4
Thulia Ghuld,80mm,,Adeptus_Mechanicus,59.8,59.8
Hastarii Exterminators,32mm,,Adeptus_Mechanicus,59.8,59.8
Hastarii Fusiliers,32mm,,Adeptus_Mechanicus,59.8,59.8
Knight Destrier,150 x 95mm,,Imperial_Knights,156.4,156.4
